rank,precision,recall
680,0.5037861673472922,0.9977843426883308
681,0.5030463932395853,0.9977843426883308
682,0.5023087885574188,0.9977843426883308
683,0.5015733437718424,0.9977843426883308
684,0.5008400494095895,0.9977843426883308
685,0.5001088960527894,0.9977843426883308
686,0.4993798743384151,0.9977843426883308
687,0.4986529749580224,0.9977843426883308
688,0.49792818865721655,0.9977843426883308
689,0.4972055062353476,0.9977843426883308
690,0.49648491854515725,0.9977843426883308
691,0.4957664164922737,0.9977843426883308
692,0.49504999103491365,0.9977843426883308
693,0.4943356331834952,0.9977843426883308
694,0.49362333400023334,0.9977843426883308
695,0.4929130845987921,0.9977843426883308
696,0.492204876143907,0.9977843426883308
697,0.4914986998510115,0.9977843426883308
698,0.49079454698590874,0.9977843426883308
699,0.4900924088643086,0.9977843426883308
700,0.4893922768516594,0.9977843426883308
701,0.48869414236256276,0.9977843426883308
702,0.48799799686062895,0.9977843426883308
703,0.4873038318579779,0.9977843426883308
